2025-05-30 15:19:27,190 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Client: 127.0.0.1
2025-05-30 16:04:05,404 - INFO - Request - Token: marketing-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:05:11,870 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/reindex, Query Params: {}, Body: {'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:05:11,871 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/reindex, Query Params: {}, Body: {'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:05:11,871 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test query', 'top_k': 5, 'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:05:11,873 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test query', 'top_k': 5, 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:05:11,877 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': '', 'top_k': 5}, Client: 127.0.0.1
2025-05-30 16:05:11,878 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'top_k': -1}, Client: 127.0.0.1
2025-05-30 16:05:11,879 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'invalid_brain'}, Client: 127.0.0.1
2025-05-30 16:05:11,881 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/reindex, Query Params: {}, Body: {'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:05:11,882 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/reindex, Query Params: {}, Body: {'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:05:11,883 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test query', 'top_k': 5, 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:05:11,884 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/reindex, Query Params: {}, Body: {'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:05:11,885 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/reindex, Query Params: {}, Body: {'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:05:11,885 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test query', 'top_k': 10, 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:05:11,886 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test query', 'top_k': 10, 'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:05:11,888 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:05:11,888 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:05:11,889 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'invalid'}, Client: 127.0.0.1
2025-05-30 16:07:51,795 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:07:51,796 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:07:51,797 - INFO - Request - Token: marketing-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:07:51,798 - INFO - Request - Token: marketing-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:07:51,801 - INFO - Request - Token: marketing-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:09:57,414 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/reindex, Query Params: {}, Body: {'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:09:57,415 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/reindex, Query Params: {}, Body: {'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:09:57,416 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test query', 'top_k': 5, 'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:09:57,417 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test query', 'top_k': 5, 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:09:57,420 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': '', 'top_k': 5}, Client: 127.0.0.1
2025-05-30 16:09:57,421 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'top_k': -1}, Client: 127.0.0.1
2025-05-30 16:09:57,422 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'invalid_brain'}, Client: 127.0.0.1
2025-05-30 16:09:57,423 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/reindex, Query Params: {}, Body: {'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:09:57,425 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/reindex, Query Params: {}, Body: {'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:09:57,426 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test query', 'top_k': 5, 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:09:57,427 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/reindex, Query Params: {}, Body: {'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:09:57,428 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/reindex, Query Params: {}, Body: {'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:09:57,428 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test query', 'top_k': 10, 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:09:57,429 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test query', 'top_k': 10, 'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:09:57,430 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:09:57,431 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:09:57,431 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'invalid'}, Client: 127.0.0.1
2025-05-30 16:11:57,405 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:11:57,419 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:11:57,425 - INFO - Request - Token: marketing-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:11:57,427 - INFO - Request - Token: marketing-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:11:57,435 - INFO - Request - Token: marketing-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:22:05,437 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/reindex, Query Params: {}, Body: {'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:22:05,438 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/reindex, Query Params: {}, Body: {'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:22:05,439 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test query', 'top_k': 5, 'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:22:05,440 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test query', 'top_k': 5, 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:22:05,444 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': '', 'top_k': 5}, Client: 127.0.0.1
2025-05-30 16:22:05,445 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'top_k': -1}, Client: 127.0.0.1
2025-05-30 16:22:05,445 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'invalid_brain'}, Client: 127.0.0.1
2025-05-30 16:22:05,447 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/reindex, Query Params: {}, Body: {'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:22:05,448 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/reindex, Query Params: {}, Body: {'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:22:05,449 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test query', 'top_k': 5, 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:22:05,451 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/reindex, Query Params: {}, Body: {'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:22:05,452 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/reindex, Query Params: {}, Body: {'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:22:05,452 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test query', 'top_k': 10, 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:22:05,453 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test query', 'top_k': 10, 'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:22:05,455 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:22:05,455 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:22:05,456 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'invalid'}, Client: 127.0.0.1
2025-05-30 16:24:15,837 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:24:15,838 - INFO - Request - Token: admin-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:24:15,841 - INFO - Request - Token: marketing-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'marketing'}, Client: 127.0.0.1
2025-05-30 16:24:15,842 - INFO - Request - Token: marketing-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'ideas'}, Client: 127.0.0.1
2025-05-30 16:24:15,845 - INFO - Request - Token: marketing-test-token, Method: POST, Endpoint: /api/search, Query Params: {}, Body: {'query': 'test', 'brain': 'marketing'}, Client: 127.0.0.1
